amazon_sku,channel_id, linnworks_code,price_uk, sale_price_uk,,,,,,,,
CURMARBELASWIRLBLU-4690.2_FBA,1,CURMARBELASWIRLBLU-4690,79.99,64.98,,,,,,,,
CURMARBELASWIRLBLU-6654.2_FBA,1,CURMARBELASWIRLBLU-6654,89.99,64.98,,,,,,,,
CURMARBELASWIRLBLU-6672.2_FBA,1,CURMARBELASWIRLBLU-6672,99.99,76.98,,,,,,,,
CURMARBELASWIRLBLU-6690.2_FBA,1,CURMARBELASWIRLBLU-6690,119.99,88.98,,,,,,,,
CURMARBELASWIRLBLU-9054.2_FBA,1,CURMARBELASWIRLBLU-9054,119.99,88.98,,,,,,,,
CURMARBELASWIRLBLU-9072.2_FBA,1,CURMARBELASWIRLBLU-9072,139.99,100.98,,,,,,,,
CURMARBELASWIRLBLU-9090.2_FBA,1,CURMARBELASWIRLBLU-9090,149.99,112.98,,,,,,,,
CURMARBELASWIRLBLU-TIE.2_FBA,1,CURMARBELASWIRLBLU-TIE,9.99,7.99,,,,,,,,
CURMARBELASWIRLGLD-4554.2_FBA,1,CURMARBELASWIRLGLD-4554,59.99,40.98,,,,,,,,
CURMARBELASWIRLGLD-4672.2_FBA,1,CURMARBELASWIRLGLD-4672,69.99,52.98,,,,,,,,
CURMARBELASWIRLGLD-4690.2_FBA,1,CURMARBELASWIRLGLD-4690,79.99,64.98,,,,,,,,
CURMARBELASWIRLGLD-6654.2_FBA,1,CURMARBELASWIRLGLD-6654,89.99,64.98,,,,,,,,
CURMARBELASWIRLGLD-6672.2_FBA,1,CURMARBELASWIRLGLD-6672,99.99,76.98,,,,,,,,
CURMARBELASWIRLGLD-6690.2_FBA,1,CURMARBELASWIRLGLD-6690,119.99,88.98,,,,,,,,
CURMARBELASWIRLGLD-9054.2_FBA,1,CURMARBELASWIRLGLD-9054,119.99,88.98,,,,,,,,
CURMARBELASWIRLGLD-9072.2_FBA,1,CURMARBELASWIRLGLD-9072,139.99,100.98,,,,,,,,
CURMARBELASWIRLGLD-9090.2_FBA,1,CURMARBELASWIRLGLD-9090,149.99,112.98,,,,,,,,
CURMARBELASWIRLGLD-TIE.2_FBA,1,CURMARBELASWIRLGLD-TIE,9.99,7.99,,,,,,,,
CURMARBELASWIRLGRY-4554.2_FBA,1,CURMARBELASWIRLGRY-4554,59.99,40.98,,,,,,,,
CURMARBELASWIRLGRY-4672.2_FBA,1,CURMARBELASWIRLGRY-4672,69.99,52.98,,,,,,,,
CURMARBELASWIRLGRY-4690.2_FBA,1,CURMARBELASWIRLGRY-4690,79.99,64.98,,,,,,,,
CURMARBELASWIRLGRY-6654.2_FBA,1,CURMARBELASWIRLGRY-6654,89.99,64.98,,,,,,,,
CURMARBELASWIRLGRY-6672.2_FBA,1,CURMARBELASWIRLGRY-6672,99.99,76.98,,,,,,,,
CURMARBELASWIRLGRY-6690.2_FBA,1,CURMARBELASWIRLGRY-6690,119.99,88.98,,,,,,,,
CURMARBELASWIRLGRY-9054.2_FBA,1,CURMARBELASWIRLGRY-9054,119.99,88.98,,,,,,,,
CURMARBELASWIRLGRY-9072.2_FBA,1,CURMARBELASWIRLGRY-9072,139.99,100.98,,,,,,,,
CURMARBELASWIRLGRY-9090.2_FBA,1,CURMARBELASWIRLGRY-9090,149.99,112.98,,,,,,,,
CURMARBELASWIRLGRY-TIE.2_FBA,1,CURMARBELASWIRLGRY-TIE,9.99,7.99,,,,,,,,
CURMARBELASWIRLMAU-4554.2_FBA,1,CURMARBELASWIRLMAU-4554,59.99,40.98,,,,,,,,
CURMARBELASWIRLMAU-4672.2_FBA,1,CURMARBELASWIRLMAU-4672,69.99,52.98,,,,,,,,
CURMARBELASWIRLMAU-4690.2_FBA,1,CURMARBELASWIRLMAU-4690,79.99,64.98,,,,,,,,
CURMARBELASWIRLMAU-6654.2_FBA,1,CURMARBELASWIRLMAU-6654,89.99,64.98,,,,,,,,
CURMARBELASWIRLMAU-6672.2_FBA,1,CURMARBELASWIRLMAU-6672,99.99,76.98,,,,,,,,
CURMARBELASWIRLMAU-6690.2_FBA,1,CURMARBELASWIRLMAU-6690,119.99,88.98,,,,,,,,
CURMARBELASWIRLMAU-9054.2_FBA,1,CURMARBELASWIRLMAU-9054,119.99,88.98,,,,,,,,
CURMARBELASWIRLMAU-9072.2_FBA,1,CURMARBELASWIRLMAU-9072,139.99,100.98,,,,,,,,
CURMARBELASWIRLMAU-9090.2_FBA,1,CURMARBELASWIRLMAU-9090,149.99,112.98,,,,,,,,
CURMARBELASWIRLMAU-TIE.2_FBA,1,CURMARBELASWIRLMAU-TIE,9.99,7.99,,,,,,,,
CURMULTISTR54_FBA,1,CURMULTISTR54,29.99,24.9,,,,,,,,
CURNEWENG54_FBA,1,CURNEWENG54,29.99,24.9,,,,,,,,
CURNEWENG72-FBA,1,CURNEWENG72,39.99,29.9,,,,,,,,
CURNEWENG90-FBA-UK,1,BCUREYEGREEN-4572,#N/A,#N/A,,,,,,,,
CURNEWENG90_FBA,1,CURNEWENG90,49.99,34.9,,,,,,,,
CUROSAKA54_FBA,1,CUROSAKA54,29.99,24.9,,,,,,,,
CUROSAKA72_FBA,1,CUROSAKA72,39.99,29.9,,,,,,,,
CUROSAKA90_FBA,1,CUROSAKA90,49.99,34.9,,,,,,,,
CUROWL137_FBA,1,CUROWL137,29.99,24.9,,,,,,,,
CUROWL182_FBA,1,CUROWL182,39.99,29.9,,,,,,,,
CUROWL228_FBA,1,CUROWL228,49.99,34.9,,,,,,,,
CURPOLKBLU137_FBA,1,CURPOLKBLU137,29.99,24.9,,,,,,,,
CURPOLKBLU182_FBA,1,CURPOLKBLU182,39.99,29.9,,,,,,,,
CURPOLKBLU228_FBA,1,CURPOLKBLU228,49.99,34.9,,,,,,,,
CURPOLKMULT137_FBA,1,CURPOLKMULT137,29.99,24.9,,,,,,,,
CURPOLKMULT182_FBA,1,CURPOLKMULT182,39.99,29.9,,,,,,,,
CURPOLKMULT228_FBA,1,CURPOLKMULT228,49.99,34.9,,,,,,,,
CURPOLKPNK137_FBA,1,CURPOLKPNK137,29.99,24.9,,,,,,,,
CURPOLKPNK182_FBA,1,CURPOLKPNK182,39.99,29.9,,,,,,,,
CURPOLKPNK228_FBA,1,CURPOLKPNK228,49.99,34.9,,,,,,,,
CURPOLKRED137_FBA,1,CURPOLKRED137,29.99,24.9,,,,,,,,
CURPOLKRED182_FBA,1,CURPOLKRED182,39.99,29.9,,,,,,,,
CURPOLKRED228_FBA,1,CURPOLKRED228,49.99,34.9,,,,,,,,
CURRAJBLK54V_FBA,1,CURRAJBLK54,23.99,23.99,,,,,,,,
CURRAJBLK6672_FBA,1,CURRAJBLK6672,38.99,38.99,,,,,,,,
CURRAJBLK90V_FBA,1,CURRAJBLK90,38.99,38.99,,,,,,,,
CURRAJBLU54V_FBA,1,CURRAJBLU54,23.99,23.99,,,,,,,,
CURRAJBLU6672_FBA,1,CURRAJBLU6672,38.99,38.99,,,,,,,,
CURRAJBLU90V_FBA,1,CURRAJBLU90,38.99,38.99,,,,,,,,
CURRAJCHO4672_FBA,1,CURRAJCHO4672,28.99,28.99,,,,,,,,
CURRAJCHO54V_FBA,1,CURRAJCHO54,23.99,23.99,,,,,,,,
CURRAJCHO6672_FBA,1,CURRAJCHO6672,38.99,38.99,,,,,,,,
CURRAJCHO90V_FBA,1,CURRAJCHO90,38.99,38.99,,,,,,,,
CURRAJNAT4672_FBA,1,CURRAJNAT4672,28.99,28.99,,,,,,,,
CURRAJNAT54V_FBA,1,CURRAJNAT54,23.99,23.99,,,,,,,,
CURRAJNAT6654_FBA,1,CURRAJNAT6654,33.99,33.99,,,,,,,,
CURRAJNAT6672_FBA,1,CURRAJNAT6672,38.99,38.99,,,,,,,,
CURRAJNAT90V_FBA,1,CURRAJNAT90,38.99,34.99,,,,,,,,
CURRAJORG54_FBA,1,CURRAJYEL54,23.99,19.99,,,,,,,,
CURRAJORG6672_FBA,1,CURRAJYEL6672,38.99,38.99,,,,,,,,
CURRAJORG90_FBA,1,CURRAJYEL90,38.99,38.99,,,,,,,,
CURRAJPUR4672_FBA,1,CURRAJPUR4672,28.99,28.99,,,,,,,,
CURRAJPUR4690_FBA,1,CURRAJPUR4690,33.99,33.99,,,,,,,,
CURRAJPUR54_FBA,1,CURRAJPUR54,23.99,19.99,,,,,,,,
CURRAJPUR6654_FBA,1,CURRAJPUR6654,33.99,33.99,,,,,,,,
CURRAJPUR6672_FBA,1,CURRAJPUR6672,38.99,34.99,,,,,,,,
CURRAJPUR90_FBA,1,CURRAJPUR90,38.99,38.99,,,,,,,,
CURRAJTEA54V_FBA,1,CURRAJTEA54,23.99,23.99,,,,,,,,
CURRAJTEA6654_FBA,1,CURRAJTEA6654,33.99,33.99,,,,,,,,
CURRAJTEA6672_FBA,1,CURRAJTEA6672,38.99,38.99,,,,,,,,
CURRAJTEA90V_FBA,1,CURRAJTEA90,38.99,38.99,,,,,,,,
CURRAJYEL54_FBA,1,CURRAJYEL54,23.99,19.99,,,,,,,,
CURRAJYEL6672_FBA,1,CURRAJYEL6672,38.99,38.99,,,,,,,,
CURRAJYEL90_FBA,1,CURRAJYEL90,38.99,38.99,,,,,,,,
CURRETFLOW182_FBA,1,CURRETFLOW182,39.99,24.99,,,,,,,,
CURROSARIOBLOCKMULT-4554.2_FBA,1,CURROSARIOBLOCKMULT-4554,59.99,40.98,,,,,,,,
CURROSARIOBLOCKMULT-4672.2_FBA,1,CURROSARIOBLOCKMULT-4672,69.99,52.98,,,,,,,,
CURROSARIOBLOCKMULT-4690.2_FBA,1,CURROSARIOBLOCKMULT-4690,79.99,64.98,,,,,,,,
CURROSARIOBLOCKMULT-6654.2_FBA,1,CURROSARIOBLOCKMULT-6654,89.99,64.98,,,,,,,,
CURROSARIOBLOCKMULT-6672.2_FBA,1,CURROSARIOBLOCKMULT-6672,99.99,76.98,,,,,,,,
CURROSARIOBLOCKMULT-9054.2_FBA,1,CURROSARIOBLOCKMULT-9054,119.99,88.98,,,,,,,,
CURROSARIOBLOCKMULT-9072.2_FBA,1,CURROSARIOBLOCKMULT-9072,139.99,100.98,,,,,,,,
CURROSARIOBLOCKMULT-9090.2_FBA,1,CURROSARIOBLOCKMULT-9090,149.99,112.98,,,,,,,,
CURROSARIOBLOCKMULT-TIE.2_FBA,1,CURROSARIOBLOCKMULT-TIE,9.99,7.99,,,,,,,,
CURROSARIOBLOCKREDBLU-4554.2_FBA,1,CURROSARIOBLOCKREDBLU-4554,59.99,40.98,,,,,,,,
CURROSARIOBLOCKREDBLU-4672.2_FBA,1,CURROSARIOBLOCKREDBLU-4672,69.99,52.98,,,,,,,,
CURROSARIOBLOCKREDBLU-4690.2_FBA,1,CURROSARIOBLOCKREDBLU-4690,79.99,64.98,,,,,,,,
CURROSARIOBLOCKREDBLU-6654.2_FBA,1,CURROSARIOBLOCKREDBLU-6654,89.99,64.98,,,,,,,,
CURROSARIOBLOCKREDBLU-6672.2_FBA,1,CURROSARIOBLOCKREDBLU-6672,99.99,76.98,,,,,,,,
CURROSARIOBLOCKREDBLU-6690.2_FBA,1,CURROSARIOBLOCKREDBLU-6690,119.99,88.98,,,,,,,,
CURROSARIOBLOCKREDBLU-9054.2_FBA,1,CURROSARIOBLOCKREDBLU-9054,119.99,88.98,,,,,,,,
CURROSARIOBLOCKREDBLU-9072.2_FBA,1,CURROSARIOBLOCKREDBLU-9072,139.99,100.98,,,,,,,,
CURROSARIOBLOCKREDBLU-9090.2_FBA,1,CURROSARIOBLOCKREDBLU-9090,149.99,112.98,,,,,,,,
CURROSARIOBLOCKREDBLU-TIE.2_FBA,1,BCURPPBLACK-4554,#N/A,#N/A,,,,,,,,
CURROSARIODMNDGRNGLD-4554.2_FBA,1,CURROSARIODMNDGRNGLD-4554,59.99,40.98,,,,,,,,
CURROSARIODMNDGRNGLD-4690.2_FBA,1,CURROSARIODMNDGRNGLD-4690,79.99,64.98,,,,,,,,
CURROSARIODMNDGRNGLD-6654.2_FBA,1,CURROSARIODMNDGRNGLD-6654,89.99,64.98,,,,,,,,
CURROSARIODMNDGRNGLD-6672.2_FBA,1,CURROSARIODMNDGRNGLD-6672,99.99,76.98,,,,,,,,
CURROSARIODMNDGRNGLD-6690.2_FBA,1,CURROSARIODMNDGRNGLD-6690,119.99,88.98,,,,,,,,
CURROSARIODMNDGRNGLD-9054.2_FBA,1,CURROSARIODMNDGRNGLD-9054,119.99,88.98,,,,,,,,
CURROSARIODMNDGRNGLD-9072.2_FBA,1,CURROSARIODMNDGRNGLD-9072,139.99,100.98,,,,,,,,
CURROSARIODMNDGRNGLD-9090.2_FBA,1,CURROSARIODMNDGRNGLD-9090,149.99,112.98,,,,,,,,
CURROSARIODMNDGRNGLD-TIE.2_FBA,1,CURROSARIODMNDGRNGLD-TIE,9.99,7.99,,,,,,,,
CURROSARIODMNDGRY-4554.2_FBA,1,CURROSARIODMNDGRY-4554,59.99,40.98,,,,,,,,
CURROSARIODMNDGRY-4672.2_FBA,1,CURROSARIODMNDGRY-4672,69.99,52.98,,,,,,,,
CURROSARIODMNDGRY-4690.2_FBA,1,CURROSARIODMNDGRY-4690,79.99,64.98,,,,,,,,
CURROSARIODMNDGRY-6654.2_FBA,1,CURROSARIODMNDGRY-6654,89.99,64.98,,,,,,,,
CURROSARIODMNDGRY-6672.2_FBA,1,CURROSARIODMNDGRY-6672,99.99,76.98,,,,,,,,
CURROSARIODMNDGRY-9054.2_FBA,1,CURROSARIODMNDGRY-9054,119.99,88.98,,,,,,,,
CURROSARIODMNDGRY-9072.2_FBA,1,CURROSARIODMNDGRY-9072,139.99,100.98,,,,,,,,
CURROSARIODMNDGRY-9090.2_FBA,1,CURROSARIODMNDGRY-9090,149.99,112.98,,,,,,,,
CURROSARIODMNDGRY-TIE.2_FBA,1,CURROSARIODMNDGRY-TIE,9.99,7.99,,,,,,,,
CURROSARIODMNDREDBLU-4554.2_FBA,1,CURROSARIODMNDREDBLU-4554,59.99,40.98,,,,,,,,
CURROSARIODMNDREDBLU-4672.2_FBA,1,CURROSARIODMNDREDBLU-4672,69.99,52.98,,,,,,,,
CURROSARIODMNDREDBLU-4690.2_FBA,1,CURROSARIODMNDREDBLU-4690,79.99,64.98,,,,,,,,
CURROSARIODMNDREDBLU-6654.2_FBA,1,CURROSARIODMNDREDBLU-6654,89.99,64.98,,,,,,,,
CURROSARIODMNDREDBLU-6672.2_FBA,1,CURROSARIODMNDREDBLU-6672,99.99,76.98,,,,,,,,
CURROSARIODMNDREDBLU-6690.2_FBA,1,CURROSARIODMNDREDBLU-6690,119.99,88.98,,,,,,,,
CURROSARIODMNDREDBLU-9054.2_FBA,1,CURROSARIODMNDREDBLU-9054,119.99,88.98,,,,,,,,
CURROSARIODMNDREDBLU-9072.2_FBA,1,CURROSARIODMNDREDBLU-9072,139.99,100.98,,,,,,,,
CURROSARIODMNDREDBLU-TIE.2_FBA,1,CURROSARIODMNDREDBLU-TIE,9.99,7.99,,,,,,,,
CURROSARIOZIGMULT-4672.2_FBA,1,CURROSARIOZIGMULT-4672,69.99,52.98,,,,,,,,
CURROSARIOZIGMULT-4690.2_FBA,1,CURROSARIOZIGMULT-4690,79.99,64.98,,,,,,,,
CURROSARIOZIGMULT-6654.2_FBA,1,CURROSARIOZIGMULT-6654,89.99,64.98,,,,,,,,
CURROSARIOZIGMULT-6672.2_FBA,1,CURROSARIOZIGMULT-6672,99.99,76.98,,,,,,,,
CURROSARIOZIGMULT-6690.2_FBA,1,CURROSARIOZIGMULT-6690,119.99,88.98,,,,,,,,
CURROSARIOZIGMULT-9054.2_FBA,1,CURROSARIOZIGMULT-9054,119.99,88.98,,,,,,,,
CURROSARIOZIGMULT-9072.2_FBA,1,CURROSARIOZIGMULT-9072,139.99,100.98,,,,,,,,
CURROSARIOZIGMULT-TIE.2_FBA,1,CURROSARIOZIGMULT-TIE,9.99,7.99,,,,,,,,
CURRRAJBEI4672_FBA,1,CURRRAJBEI4672,28.99,28.99,,,,,,,,
CURRRAJBEI54V_FBA,1,CURRRAJBEI54,23.99,23.99,,,,,,,,
CURRRAJBEI6672_FBA,1,CURRRAJBEI6672,38.99,38.99,,,,,,,,
CURRRAJBEI90V_FBA,1,CURRRAJBEI90,38.99,38.99,,,,,,,,
CURSOLBLA90200_FBA,1,CURSOLBLA90200,10.99,10.99,,,,,,,,
CURSOLBLU90200_FBA,1,CURSOLBLU90200,13.99,9.99,,,,,,,,
CURSOLBRO90200_FBA,1,CURSOLBRO90200,10.99,10.99,,,,,,,,
CURSOLCHO90200_FBA,1,CURSOLCHO90200,10.99,10.99,,,,,,,,
CURSOLIDBEI137_FBA,1,CURSOLIDBEI137,29.99,24.9,,,,,,,,
CURSOLIDBEI182_FBA,1,CURSOLIDBEI182,39.99,29.9,,,,,,,,
CURSOLIDBEI228_FBA,1,CURSOLIDBEI228,49.99,34.9,,,,,,,,
CURSOLIDBLK137_FBA,1,CURSOLIDBLK137,29.99,24.9,,,,,,,,
CURSOLIDBLK182_FBA,1,CURSOLIDBLK182,39.99,29.9,,,,,,,,
CURSOLIDBLK228_FBA,1,CURSOLIDBLK228,49.99,34.9,,,,,,,,
CURSOLIDBLU137_FBA,1,CURSOLIDBLU137,29.99,24.9,,,,,,,,
CURSOLIDBLU182_FBA,1,CURSOLIDBLU182,39.99,29.9,,,,,,,,
CURSOLIDBLU228_FBA,1,CURSOLIDBLU228,49.99,34.9,,,,,,,,
CURSOLIDCHO137_FBA,1,CURSOLIDCHO137,29.99,24.9,,,,,,,,
CURSOLIDCHO182_FBA,1,CURSOLIDCHO182,39.99,29.9,,,,,,,,
CURSOLIDCHO228_FBA,1,CURSOLIDCHO228,49.99,34.9,,,,,,,,
CURSOLIDGRN137_FBA,1,CURSOLIDGRN137,29.99,24.9,,,,,,,,
CURSOLIDGRN182_FBA,1,CURSOLIDGRN182,39.99,29.9,,,,,,,,
CURSOLIDGRN228_FBA,1,CURSOLIDGRN228,49.99,34.9,,,,,,,,
CURSOLIDGRY137_FBA,1,CURSOLIDGRY137,29.99,24.9,,,,,,,,
CURSOLIDGRY182_FBA,1,CURSOLIDGRY182,39.99,29.9,,,,,,,,
CURSOLIDGRY228_FBA,1,CURSOLIDGRY228,49.99,34.9,,,,,,,,
CURSOLIDHOTPNK137-FBA-UK,1,BCURPPBLUE-9090,#N/A,#N/A,,,,,,,,
CURSOLIDHOTPNK137_FBA,1,CURSOLIDHOTPNK137,29.99,24.9,,,,,,,,
CURSOLIDHOTPNK182_FBA,1,CURSOLIDHOTPNK182,39.99,29.9,,,,,,,,
CURSOLIDHOTPNK228_FBA,1,CURSOLIDHOTPNK228,49.99,34.9,,,,,,,,
CURSOLIDMAU137-FBA-UK,1,BCURPPCREAM-4554,#N/A,#N/A,,,,,,,,
CURSOLIDMAU137_FBA,1,CURSOLIDMAU137,29.99,24.9,,,,,,,,
CURSOLIDMAU182-FBA-UK,1,BCURPPCREAM-4554,#N/A,#N/A,,,,,,,,
CURSOLIDMAU182_FBA,1,CURSOLIDMAU182,39.99,29.9,,,,,,,,
CURSOLIDMAU228_FBA,1,CURSOLIDMAU228,49.99,34.9,,,,,,,,
CURSOLIDNAV137-FBA-UK,1,BCURPPCREAM-4572,#N/A,#N/A,,,,,,,,
CURSOLIDNAV137_FBA,1,CURSOLIDNAV137,29.99,24.9,,,,,,,,
CURSOLIDNAV182_FBA,1,CURSOLIDNAV182,39.99,29.9,,,,,,,,
CURSOLIDNAV228-FBA-UK,1,BCURPPCREAM-4590,#N/A,#N/A,,,,,,,,
CURSOLIDNAV228_FBA,1,CURSOLIDNAV228,49.99,34.9,,,,,,,,
CURSOLIDOFWHT137-FBA-UK,1,BCURPPCREAM-4590,#N/A,#N/A,,,,,,,,
CURSOLIDOFWHT137_FBA,1,CURSOLIDOFWHT137,29.99,24.9,,,,,,,,
CURSOLIDOFWHT182-FBA-UK,1,BCURPPCREAM-6554,#N/A,#N/A,,,,,,,,
CURSOLIDORG137-FBA-UK,1,BCURPPCREAM-6554,#N/A,#N/A,,,,,,,,
CURSOLIDORG137_FBA,1,CURSOLIDORG137,29.99,24.9,,,,,,,,
CURSOLIDORG182-FBA-UK,1,BCURPPCREAM-6572,#N/A,#N/A,,,,,,,,
CURSOLIDORG182_FBA,1,CURSOLIDORG182,39.99,29.9,,,,,,,,
CURSOLIDORG228-FBA-UK,1,BCURPPCREAM-6572,#N/A,#N/A,,,,,,,,
CURSOLIDORG228_FBA,1,CURSOLIDORG228,49.99,34.9,,,,,,,,
CURSOLIDPNK137_FBA,1,CURSOLIDPNK137,29.99,24.9,,,,,,,,
CURSOLIDPNK182_FBA,1,CURSOLIDPNK182,39.99,29.9,,,,,,,,
CURSOLIDPNK228_FBA,1,CURSOLIDPNK228,49.99,34.9,,,,,,,,
CURSOLIDPUR137_FBA,1,CURSOLIDPUR137,29.99,24.9,,,,,,,,
CURSOLIDPUR182_FBA,1,CURSOLIDPUR182,39.99,29.9,,,,,,,,
CURSOLIDPUR228_FBA,1,CURSOLIDPUR228,49.99,34.9,,,,,,,,
CURSOLIDRED137_FBA,1,CURSOLIDRED137,29.99,24.9,,,,,,,,
CURSOLIDRED182_FBA,1,CURSOLIDRED182,39.99,29.9,,,,,,,,
CURSOLIDRED228_FBA,1,CURSOLIDRED228,49.99,34.9,,,,,,,,
CURSOLIDYEL182-FBA-UK,1,BCURPPCREAM-9072,#N/A,#N/A,,,,,,,,
CURSOLIDYEL182_FBA,1,CURSOLIDYEL182,39.99,29.9,,,,,,,,
CURSOLNAT90200_FBA,1,CURSOLNAT90200,13.99,13.99,,,,,,,,
CURSOLPNK90200_FBA,1,CURSOLPNK90200,13.99,9.99,,,,,,,,
CURSOLRED90200_FBA,1,CURSOLRED90200,10.99,10.99,,,,,,,,
CURSTARBEI137_FBA,1,CURSTARBEI137,29.99,24.9,,,,,,,,
CURSTARBEI182_FBA,1,CURSTARBEI182,39.99,29.9,,,,,,,,
CURSTARBEI228_FBA,1,CURSTARBEI228,49.99,34.9,,,,,,,,
CURSTARBLU137_FBA,1,CURSTARBLU137,29.99,19.99,,,,,,,,
CURSTARBLU182_FBA,1,CURSTARBLU182,39.99,29.9,,,,,,,,
CURSTARBLU228_FBA,1,CURSTARBLU228,49.99,34.9,,,,,,,,
CURSTARGRN137_FBA,1,CURSTARGRN137,29.99,24.9,,,,,,,,
CURSTARGRN182_FBA,1,CURSTARGRN182,39.99,29.9,,,,,,,,
CURSTARGRN228_FBA,1,CURSTARGRN228,49.99,34.9,,,,,,,,
CURSTARMULT137_FBA,1,CURSTARMULT137,29.99,24.9,,,,,,,,
CURSTARMULT182_FBA,1,CURSTARMULT182,39.99,29.9,,,,,,,,
CURSTARMULT228_FBA,1,CURSTARMULT228,49.99,34.9,,,,,,,,
CURSTRPRED137_FBA,1,CURSTRPRED137,29.99,24.9,,,,,,,,
CURSTRPRED182_FBA,1,CURSTRPRED182,39.99,29.9,,,,,,,,
CURSTRPRED228_FBA,1,CURSTRPRED228,49.99,34.9,,,,,,,,
CURSTRPYEL137-FBA-UK,1,BCURPPLATTE-6572,#N/A,#N/A,,,,,,,,
CURSTRPYEL137_FBA,1,CURSTRPYEL137,29.99,24.9,,,,,,,,
CURSTRPYEL182-FBA-UK,1,BCURPPLATTE-6572,#N/A,#N/A,,,,,,,,
CURSTRPYEL182_FBA,1,CURSTRPYEL182,39.99,29.9,,,,,,,,
CURSTRPYEL228_FBA,1,CURSTRPYEL228,49.99,34.9,,,,,,,,
CURVAVEYCURVAUB-4554.2_FBA,1,CURVAVEYCURVAUB-4554,59.99,40.98,,,,,,,,
CURVAVEYCURVAUB-4672.2_FBA,1,CURVAVEYCURVAUB-4672,69.99,52.98,,,,,,,,
CURVAVEYCURVAUB-6672.2_FBA,1,CURVAVEYCURVAUB-6672,99.99,76.98,,,,,,,,
CURVAVEYCURVAUB-6690.2_FBA,1,CURVAVEYCURVAUB-6690,119.99,88.98,,,,,,,,
CURVAVEYCURVAUB-9054.2_FBA,1,CURVAVEYCURVAUB-9054,119.99,88.98,,,,,,,,
CURVAVEYCURVAUB-9090.2_FBA,1,CURVAVEYCURVAUB-9090,149.99,112.98,,,,,,,,
CURVAVEYCURVAUB-TIE.2_FBA,1,CURVAVEYCURVAUB-TIE,9.99,7.99,,,,,,,,
CURVAVEYCURVBLU-4554.2_FBA,1,CURVAVEYCURVBLU-4554,59.99,40.98,,,,,,,,
CURVAVEYCURVBLU-4672.2_FBA,1,CURVAVEYCURVBLU-4672,69.99,52.98,,,,,,,,
CURVAVEYCURVBLU-4690.2_FBA,1,CURVAVEYCURVBLU-4690,79.99,64.98,,,,,,,,
CURVAVEYCURVBLU-6672.2_FBA,1,CURVAVEYCURVBLU-6672,99.99,76.98,,,,,,,,
CURVAVEYCURVBLU-6690.2_FBA,1,CURVAVEYCURVBLU-6690,119.99,88.98,,,,,,,,
CURVAVEYCURVBLU-9072.2_FBA,1,CURVAVEYCURVBLU-9072,139.99,100.98,,,,,,,,
CURVAVEYCURVBLU-TIE.2_FBA,1,CURVAVEYCURVBLU-TIE,9.99,7.99,,,,,,,,
CURVAVEYCURVCRE-4554.2_FBA,1,CURVAVEYCURVCRE-4554,59.99,40.98,,,,,,,,
CURVAVEYCURVCRE-4690.2_FBA,1,CURVAVEYCURVCRE-4690,79.99,64.98,,,,,,,,
CURVAVEYCURVCRE-6654.2_FBA,1,CURVAVEYCURVCRE-6654,89.99,64.98,,,,,,,,
CURVAVEYCURVCRE-6672.2_FBA,1,CURVAVEYCURVCRE-6672,99.99,76.98,,,,,,,,
CURVAVEYCURVCRE-6690.2_FBA,1,CURVAVEYCURVCRE-6690,119.99,88.98,,,,,,,,
CURVAVEYCURVCRE-9054.2_FBA,1,CURVAVEYCURVCRE-9054,119.99,88.98,,,,,,,,
CURVAVEYCURVCRE-9072.2_FBA,1,CURVAVEYCURVCRE-9072,139.99,100.98,,,,,,,,
CURVAVEYCURVCRE-9090.2_FBA,1,CURVAVEYCURVCRE-9090,149.99,112.98,,,,,,,,
CURVAVEYCURVCRE-TIE.2_FBA,1,CURVAVEYCURVCRE-TIE,9.99,7.99,,,,,,,,
CURVAVEYCURVGRN-4554.2_FBA,1,CURVAVEYCURVGRN-4554,59.99,40.98,,,,,,,,
CURVAVEYCURVGRN-4672.2_FBA,1,CURVAVEYCURVGRN-4672,69.99,52.98,,,,,,,,
CURVAVEYCURVGRN-4690.2_FBA,1,CURVAVEYCURVGRN-4690,79.99,64.98,,,,,,,,
CURVAVEYCURVGRN-6672.2_FBA,1,CURVAVEYCURVGRN-6672,99.99,76.98,,,,,,,,
CURVAVEYCURVGRN-6690.2_FBA,1,CURVAVEYCURVGRN-6690,119.99,88.98,,,,,,,,
CURVAVEYCURVGRN-9054.2_FBA,1,CURVAVEYCURVGRN-9054,119.99,88.98,,,,,,,,
CURVAVEYCURVGRN-9090.2_FBA,1,CURVAVEYCURVGRN-9090,149.99,112.98,,,,,,,,
CURVAVEYCURVGRN-TIE.2_FBA,1,CURVAVEYCURVGRN-TIE,9.99,7.99,,,,,,,,
CURVAVEYDAMAUB-4554.2_FBA,1,CURVAVEYDAMAUB-4554,59.99,40.98,,,,,,,,
CURVAVEYDAMAUB-4690.2_FBA,1,CURVAVEYDAMAUB-4690,79.99,64.98,,,,,,,,
CURVAVEYDAMAUB-6654.2_FBA,1,CURVAVEYDAMAUB-6654,89.99,64.98,,,,,,,,
CURVAVEYDAMAUB-6672.2_FBA,1,CURVAVEYDAMAUB-6672,99.99,76.98,,,,,,,,
CURVAVEYDAMAUB-6690.2_FBA,1,CURVAVEYDAMAUB-6690,119.99,88.98,,,,,,,,
CURVAVEYDAMAUB-9054.2_FBA,1,CURVAVEYDAMAUB-9054,119.99,88.98,,,,,,,,
